date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:45	2108/2108	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e7de94cbb216634d65420f3ef329ae38-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/bitcoin.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/bitcoin.svg	(from https://www.capitalreturnsinc.com/)
16:05:46	1974/1974	---MCZ	200	added ('OK')	image/svg+xml	etag:%22f9faa1a4ecafc75e0d19044084274e24-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/ethereum.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/ethereum.svg	(from https://www.capitalreturnsinc.com/)
16:05:46	10010/10010	---M--	200	added ('OK')	image/png	etag:%22120e08887144416f2d2ae1951d21d4c0-ssl%22	https://www.capitalreturnsinc.com/assets.coingecko.com/coins/images/825/large/binance-coin-logoe5ec.png?1547034615	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/assets.coingecko.com/coins/images/825/large/binance-coin-logoe5ece5ec.png	(from https://www.capitalreturnsinc.com/)
16:05:47	1845/1845	---M-Z	200	added ('OK')	image/svg+xml	etag:%2273f699fd776ff3485cfc17d533dff18d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/tether.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/tether.svg	(from https://www.capitalreturnsinc.com/)
16:05:48	3945/3945	---MCZ	200	added ('OK')	image/svg+xml	etag:%227c2da846ec4b7df841dd9d89cbc3ecfd-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/cardano.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/cardano.svg	(from https://www.capitalreturnsinc.com/)
16:05:49	3831/3831	---M--	200	added ('OK')	image/jpeg	etag:%228ac6965d04d122a30ed4bdb9db891cab-ssl%22	https://www.capitalreturnsinc.com/assets.coingecko.com/coins/images/12171/large/aJGBjJFU_400x4000b23.jpg?1597804776	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/assets.coingecko.com/coins/images/12171/large/aJGBjJFU_400x4000b230b23.jpg	(from https://www.capitalreturnsinc.com/)
16:05:50	545/545	---M--	200	added ('OK')	image/svg+xml	etag:%22d174cfe85784e9293b0ca85a52ba97cd-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/ripple.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/ripple.svg	(from https://www.capitalreturnsinc.com/)
16:05:51	48786/48786	---M--	200	added ('OK')	image/png	etag:%2210e9beb21904e0f6e63c49f0297a347f-ssl%22	https://www.capitalreturnsinc.com/assets.coingecko.com/coins/images/12504/large/uniswap-unibf13.png?1600306604	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/assets.coingecko.com/coins/images/12504/large/uniswap-unibf13bf13.png	(from https://www.capitalreturnsinc.com/)
16:05:52	1738/1738	---M--	200	added ('OK')	image/png	etag:%228a2c20fa6daa3295947a69e4610beac0-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/filecoin.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/coin-logos/filecoin.png	(from https://www.capitalreturnsinc.com/)
16:05:53	13127/13127	---M--	200	added ('OK')	image/jpeg	etag:%22fe6e030861fde30364b04eeb264b1ea0-ssl%22	https://www.capitalreturnsinc.com/assets.coingecko.com/coins/images/13876/large/JASMY200x200b260.jpg?1612473259	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/assets.coingecko.com/coins/images/13876/large/JASMY200x200b260b260.jpg	(from https://www.capitalreturnsinc.com/)
16:05:55	613235/613235	---M--	200	added ('OK')	image/png	etag:%220212dd6c6d96a68b465ce5d656f3c808-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/09/bitcoin-photo.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/09/bitcoin-photo.png	(from https://www.capitalreturnsinc.com/)
16:05:55	371777/371777	---M--	200	added ('OK')	image/png	etag:%22f34455c0aa00ee7816feaf7cf58fc1a3-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/09/coin.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/09/coin.png	(from https://www.capitalreturnsinc.com/)
16:05:56	102481/102481	---M--	200	added ('OK')	image/jpeg	etag:%226b560c0583b69fa9df38453e489006bd-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/09/02.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/09/02.jpg	(from https://www.capitalreturnsinc.com/)
16:05:56	918/918	---M--	200	added ('OK')	image/png	etag:%22160ca6ec6e33e8305fdd7768de956222-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/orange.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/orange.png	(from https://www.capitalreturnsinc.com/)
16:05:57	3802/3802	---M--	200	added ('OK')	image/png	etag:%22a8a6d8cce49a1b215ea6790e0afba678-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-8.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-8.png	(from https://www.capitalreturnsinc.com/)
16:05:58	4530/4530	---M--	200	added ('OK')	image/png	etag:%2290bfc85f33b64cf5c01a3b5bbcf8d9cd-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-2.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-2.png	(from https://www.capitalreturnsinc.com/)
16:05:59	4287/4287	---M--	200	added ('OK')	image/png	etag:%22caa5b0f1b52279dc95863fc094e3017e-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-1.png	(from https://www.capitalreturnsinc.com/)
16:06:00	3855/3855	---M--	200	added ('OK')	image/png	etag:%2241c7ac358bd45c5c75147ace1541450a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-3.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/features-3.png	(from https://www.capitalreturnsinc.com/)
16:06:01	122/122	---M--	200	added ('OK')	image/png	etag:%22482159226199c484c3548d19e3652bd4-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/revslider/public/assets/assets/transparent.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/revslider/public/assets/assets/transparent.png	(from https://www.capitalreturnsinc.com/)
16:06:03	96401/96401	---M--	200	added ('OK')	image/jpeg	etag:%221678f762e7d5536aac63fc2dd4bf9953-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/105496652-1539107947284gettyimages-917296340.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/105496652-1539107947284gettyimages-917296340.jpg	(from https://www.capitalreturnsinc.com/)
16:06:03	30536/30536	---M--	200	added ('OK')	image/png	etag:%22e317449e9add9736afcc106cd6b25477-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/09/profitcoin-icon-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/09/profitcoin-icon-1.png	(from https://www.capitalreturnsinc.com/)
16:06:04	2315/2315	---M--	200	added ('OK')	image/png	etag:%2236fd654c36283bd22ed50955eccda28a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/elliptical-bottom-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/elliptical-bottom-1.png	(from https://www.capitalreturnsinc.com/)
16:06:05	2229/2229	---M--	200	added ('OK')	image/png	etag:%22c8c286dde601d488c5a77c5189be5932-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/elliptical-top-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/elliptical-top-1.png	(from https://www.capitalreturnsinc.com/)
16:06:06	121938/121938	---M--	200	added ('OK')	image/jpeg	etag:%22b26b5ee34b1938101130fd508940df15-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/Corporate-Portraits-by-Brandon-Barnard-Photographer-813x1024.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/Corporate-Portraits-by-Brandon-Barnard-Photographer-813x1024.jpg	(from https://www.capitalreturnsinc.com/)
16:06:08	380529/380529	---M--	200	added ('OK')	image/jpeg	etag:%2268adf09fef27e18fb890da9ef2cabdd4-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/Darren-Headshots8.jpeg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/Darren-Headshots8.jpg	(from https://www.capitalreturnsinc.com/)
16:06:08	78787/78787	---M--	200	added ('OK')	image/jpeg	etag:%223342402149c88fa6debe034a58b4a857-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/slider1.jpeg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/slider1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:09	46730/46730	---M--	200	added ('OK')	image/jpeg	etag:%2255cfdd773c461b66e548fbb8dd43d8e6-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/slider3.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/slider3.jpg	(from https://www.capitalreturnsinc.com/)
16:06:10	11549/11549	---M--	200	added ('OK')	image/jpeg	etag:%229355006d0087ab0b8e7b83d2ca2f0e1a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team2-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team2-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:11	12951/12951	---M--	200	added ('OK')	image/jpeg	etag:%220c85b63144841a9495685023d45349c4-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team6-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team6-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:12	14218/14218	---M--	200	added ('OK')	image/jpeg	etag:%226b8b49a521c21b756e9feed5f49ee47a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team3-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team3-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:13	12971/12971	---M--	200	added ('OK')	image/jpeg	etag:%22344e5c427b7c877bdd278d1ac9b09d53-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team4-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team4-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:14	12379/12379	---M--	200	added ('OK')	image/jpeg	etag:%225daae69ffd6525cdee705d690f99c82a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team1-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team1-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:15	13357/13357	---M--	200	added ('OK')	image/jpeg	etag:%22d62544209d4111e9562a78875b92504f-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team7-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team7-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:16	15085/15085	---M--	200	added ('OK')	image/jpeg	etag:%22ef4be73d34985b848f7c7ab5d162730e-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team5-1.jpg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/small-team5-1.jpg	(from https://www.capitalreturnsinc.com/)
16:06:16	13237/13237	---M--	200	added ('OK')	image/png	etag:%224deba63dc5ed3dd26fa4cb7fa4b5356d-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/cointelegraph-1-300x68.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/cointelegraph-1-300x68.png	(from https://www.capitalreturnsinc.com/)
16:06:17	19496/19496	---M--	200	added ('OK')	image/png	etag:%2246559f87aa5d8405272c6ef4de1cb419-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-1-1-300x62.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-1-1-300x62.png	(from https://www.capitalreturnsinc.com/)
16:06:18	13229/13229	---M--	200	added ('OK')	image/png	etag:%224388070b9f79e2ba70dccabeb84a0f6e-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-2-1-300x56.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-2-1-300x56.png	(from https://www.capitalreturnsinc.com/)
16:06:19	9944/9944	---M--	200	added ('OK')	image/png	etag:%22773ac7d961de543d0bf60ef1260cd15d-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-3-1-300x60.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-3-1-300x60.png	(from https://www.capitalreturnsinc.com/)
16:06:20	22923/22923	---M--	200	added ('OK')	image/png	etag:%22ba3a2918ffa3dc4e8894a4d899215441-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-4-1-300x74.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-4-1-300x74.png	(from https://www.capitalreturnsinc.com/)
16:06:22	15272/15272	---M--	200	added ('OK')	image/png	etag:%227e40c13be0513883bdd688854f1f65e3-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-5-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-5-1.png	(from https://www.capitalreturnsinc.com/)
16:06:23	18046/18046	---M--	200	added ('OK')	image/png	etag:%2256243146c8d1ea2701bb2082c6e537d6-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-6-1-300x58.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-6-1-300x58.png	(from https://www.capitalreturnsinc.com/)
16:06:24	5890/5890	---M--	200	added ('OK')	image/png	etag:%22849a6b80eaa0bd7010b15fe79383113c-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-7-1-300x39.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-7-1-300x39.png	(from https://www.capitalreturnsinc.com/)
16:06:25	10998/10998	---M--	200	added ('OK')	image/png	etag:%226606d4da0ebff33f1cebc8296f31e5e2-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-8-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-8-1.png	(from https://www.capitalreturnsinc.com/)
16:06:25	4401/4401	---M--	200	added ('OK')	image/png	etag:%225d8017a130d86f9c63cfaaf63aefd92b-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-9-1-300x46.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-9-1-300x46.png	(from https://www.capitalreturnsinc.com/)
16:06:26	2169/2169	---M--	200	added ('OK')	image/png	etag:%220b713833c16b72e25e71cbe5b4c9a6ff-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-10-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-10-1.png	(from https://www.capitalreturnsinc.com/)
16:06:27	6012/6012	---M--	200	added ('OK')	image/png	etag:%2204f49513d932ef7610a96287612fef9c-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-11-1-300x27.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-11-1-300x27.png	(from https://www.capitalreturnsinc.com/)
16:06:28	2256/2256	---M--	200	added ('OK')	image/png	etag:%22c26559b339429f6fe26701782f03bf8a-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-12-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-12-1.png	(from https://www.capitalreturnsinc.com/)
16:06:29	14638/14638	---M--	200	added ('OK')	image/png	etag:%221fab9840ebfc461ff0d50263e1eccc05-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-13-1-300x59.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-13-1-300x59.png	(from https://www.capitalreturnsinc.com/)
16:06:30	19847/19847	---M--	200	added ('OK')	image/png	etag:%22b0587a84c25de7c0a29a340d4f246dc7-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-14-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-14-1.png	(from https://www.capitalreturnsinc.com/)
16:06:30	12237/12237	---M--	200	added ('OK')	image/png	etag:%22ff1046343a5fe5ff63f9452f39ad1a26-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-15.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/ezgif.com-webp-to-png-15.png	(from https://www.capitalreturnsinc.com/)
16:06:31	2933/2933	---M--	200	added ('OK')	image/png	etag:%2209b455b39e6584c961cc4bc6ee7787dc-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/inside-bitcoins-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/inside-bitcoins-1.png	(from https://www.capitalreturnsinc.com/)
16:06:32	1131/1131	---M--	200	added ('OK')	image/png	etag:%22b70c3f58d1fabbd85ca3d247f48090dd-ssl%22	https://www.capitalreturnsinc.com/wp-content/uploads/2020/10/voa-1.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/2020/10/voa-1.png	(from https://www.capitalreturnsinc.com/)
16:06:33	1239/1239	---M-Z	200	added ('OK')	application/javascript	etag:%227da5e5cbb7d5311f1e6f84f84a954585-ssl-df%22	https://www.capitalreturnsinc.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.capitalreturnsinc.com/)
16:06:35	6289/6289	---MCZ	200	added ('OK')	text/css	etag:%2221212a77d9af9f2d93930dfa4b2b3691-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/bootstrap.min5697.css?ver=5.5.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/bootstrap.min56975697.css	(from https://www.capitalreturnsinc.com/)
16:06:36	3987/3987	---M-Z	200	added ('OK')	text/css	etag:%22617a109d0722161026c1b56fa065a97d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/ccpw-icons5697.css?ver=5.5.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/ccpw-icons56975697.css	(from https://www.capitalreturnsinc.com/)
16:06:36	8036/8036	---MCZ	200	added ('OK')	text/css	etag:%222adcb0a062d9646b5ce4b27ceb465e4d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/ccpw-styles.css	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/cryptocurrency-price-ticker-widget/assets/css/ccpw-styles.css	(from https://www.capitalreturnsinc.com/)
16:06:37	123666/123666	---MCZ	200	added ('OK')	text/css	etag:%22e8e90380c4fc8e481e2a8cd90a181f9c-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.mineeb3.css?ver=3.20.9	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.mineeb3eeb3.css	(from https://www.capitalreturnsinc.com/)
16:06:38	37101/37101	---MCZ	200	added ('OK')	application/javascript	etag:%2207c90bec31af5ebe69b65924cede9abf-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/eae.min5152.js?ver=1.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/eae.min51525152.js	(from https://www.capitalreturnsinc.com/)
16:06:39	5629/5629	---MCZ	200	added ('OK')	application/javascript	etag:%228012fb1bc4cec47f042f2abbcf54ab83-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/imagesloaded.mineda1.js?ver=4.1.4	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/imagesloaded.mineda1eda1.js	(from https://www.capitalreturnsinc.com/)
16:06:40	24138/24138	---MCZ	200	added ('OK')	application/javascript	etag:%224f0aa01ec417a49245745c1a06609c3d-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/masonry.min3a05.js?ver=4.2.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/masonry.min3a053a05.js	(from https://www.capitalreturnsinc.com/)
16:06:41	2263/2263	---M-Z	200	added ('OK')	application/javascript	etag:%22665093760a6ded2c9c44b5aea25c9e69-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/animated-main.min5152.js?ver=1.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/animated-main.min51525152.js	(from https://www.capitalreturnsinc.com/)
16:06:42	22793/22793	---MCZ	200	added ('OK')	application/javascript	etag:%228a99357fb24f4e77355b345c5d494321-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min5152.js?ver=1.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min51525152.js	(from https://www.capitalreturnsinc.com/)
16:06:43	19887/19887	---MCZ	200	added ('OK')	application/javascript	etag:%22729a01c2b6eafa8aa51a5b09e917a0ed-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/magnific.min3aa8.js?ver=1.9	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/magnific.min3aa83aa8.js	(from https://www.capitalreturnsinc.com/)
16:06:44	9914/9914	---MCZ	200	added ('OK')	application/javascript	etag:%221483a560fcd0a6f7ce8e25d992b61f9d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min8d5a.js?ver=2.4.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min8d5a8d5a.js	(from https://www.capitalreturnsinc.com/)
16:06:45	125648/125648	---MCZ	200	added ('OK')	application/javascript	etag:%2217175b4ae2265beed87668c76e26be90-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/swiper/js/swiper.min4f24.js?ver=4.4.6	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/swiper/js/swiper.min4f244f24.js	(from https://www.capitalreturnsinc.com/)
16:06:46	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:%220119263eb3ba56ad16a49087c0f79067-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/isotope/isotope.pkgd.min61da.js?ver=2.6.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/isotope/isotope.pkgd.min61da61da.js	(from https://www.capitalreturnsinc.com/)
